CustomerID,FirstPurchase,LastPurchase,Frequency,Monetary,TotalItems,UniqueProducts,Recency,TenureDays,AvgOrderValue,ItemsPerOrder,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Cluster,ClusterName
15503,2010-12-12 10:57:00,2010-12-12 10:57:00,1,147.09,74,66,363,1,147.09,74.0,1,1,1,3,Hibernating,2,Hibernating
15504,2011-09-19 13:45:00,2011-09-19 13:45:00,1,52.83,33,13,81,1,52.83,33.0,2,1,1,4,Hibernating,2,Hibernating
15505,2011-07-07 13:33:00,2011-10-18 07:56:00,5,3610.96,2390,90,53,103,722.192,478.0,2,4,4,10,Loyal Customers,3,Champions
15506,2011-07-24 11:45:00,2011-11-17 12:11:00,3,979.26,848,121,23,117,326.42,282.6666666666667,3,3,3,9,Hibernating,1,Core Growth
15507,2011-06-21 11:19:00,2011-06-21 11:19:00,1,492.36,162,41,172,1,492.36,162.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
15508,2011-04-18 15:31:00,2011-06-03 15:43:00,6,1000.27,440,78,189,47,166.71166666666667,73.33333333333333,1,4,3,8,At Risk,1,Core Growth
15510,2011-01-13 12:10:00,2011-01-13 12:10:00,1,250.0,2,1,331,1,250.0,2.0,1,1,1,3,Hibernating,2,Hibernating
15511,2011-09-15 15:05:00,2011-11-28 09:43:00,5,909.23,271,117,12,74,181.846,54.2,4,4,3,11,Loyal Customers,1,Core Growth
15512,2010-12-15 12:01:00,2011-07-07 10:20:00,2,121.0,68,7,156,204,60.5,34.0,1,2,1,4,Hibernating,2,Hibernating
15513,2010-12-01 11:22:00,2011-11-06 14:36:00,19,14758.220000000001,5709,183,33,341,776.7484210526317,300.4736842105263,3,4,4,11,Loyal Customers,3,Champions
15514,2010-12-10 13:50:00,2011-11-27 14:40:00,11,4139.46,2160,96,12,353,376.31454545454545,196.36363636363637,4,4,4,12,Champions,3,Champions
15516,2011-10-24 11:33:00,2011-10-26 10:51:00,3,62.43,27,15,45,2,20.81,9.0,3,3,1,7,Hibernating,2,Hibernating
15517,2011-04-20 14:02:00,2011-04-20 14:02:00,1,267.03,293,27,233,1,267.03,293.0,1,1,1,3,Hibernating,0,Big-Ticket Occasionals
15518,2011-01-11 12:55:00,2011-10-06 13:05:00,8,1942.45,1273,135,64,269,242.80625,159.125,2,4,4,10,Loyal Customers,3,Champions
15520,2011-12-08 10:58:00,2011-12-08 10:58:00,1,343.5,314,18,2,1,343.5,314.0,4,1,2,7,Promising,1,Core Growth
15521,2011-03-30 09:15:00,2011-10-30 13:42:00,8,3000.2,1836,116,40,215,375.025,229.5,3,4,4,11,Loyal Customers,3,Champions
15522,2011-09-13 12:26:00,2011-11-07 11:26:00,2,398.84,573,47,33,55,199.42,286.5,3,2,2,7,Promising,1,Core Growth
15523,2011-09-16 16:29:00,2011-09-16 16:29:00,1,412.01000000000005,132,10,84,1,412.01000000000005,132.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
15524,2011-11-15 12:09:00,2011-11-15 12:09:00,1,440.0,4,1,25,1,440.0,4.0,3,1,2,6,Promising,2,Hibernating
15525,2010-12-01 13:17:00,2011-12-07 14:43:00,3,825.92,416,133,2,372,275.3066666666667,138.66666666666666,4,3,3,10,Hibernating,1,Core Growth
15526,2011-11-06 15:01:00,2011-11-06 15:04:00,2,148.44,24,4,33,1,74.22,12.0,3,2,1,6,Promising,2,Hibernating
15527,2010-12-20 14:15:00,2011-11-21 12:17:00,8,2429.78,992,127,19,336,303.7225,124.0,3,4,4,11,Loyal Customers,3,Champions
15528,2011-03-30 16:14:00,2011-03-30 16:14:00,1,229.33,123,26,254,1,229.33,123.0,1,1,1,3,Hibernating,2,Hibernating
15529,2010-12-08 12:24:00,2011-11-17 11:29:00,11,3995.23,3496,415,23,344,363.20272727272726,317.8181818181818,3,4,4,11,Loyal Customers,3,Champions
15530,2011-04-07 11:16:00,2011-11-18 12:25:00,4,1502.35,950,90,22,226,375.5875,237.5,3,3,3,9,Hibernating,1,Core Growth
15531,2011-11-09 17:47:00,2011-12-01 18:43:00,2,2007.44,1105,196,8,23,1003.72,552.5,4,2,4,10,Big Spenders,3,Champions
15532,2010-12-16 16:45:00,2011-11-14 14:51:00,4,1580.93,521,205,25,333,395.2325,130.25,3,3,3,9,Hibernating,1,Core Growth
15533,2011-09-11 15:41:00,2011-11-20 15:35:00,3,807.57,289,73,19,70,269.19,96.33333333333333,3,3,3,9,Hibernating,1,Core Growth
15535,2011-01-16 12:35:00,2011-06-19 16:02:00,4,536.4,143,55,173,155,134.1,35.75,1,3,2,6,At Risk,2,Hibernating
15537,2011-06-29 13:10:00,2011-06-29 13:10:00,1,110.92,29,24,163,1,110.92,29.0,1,1,1,3,Hibernating,2,Hibernating
15539,2011-12-02 13:36:00,2011-12-02 13:36:00,1,538.46,410,41,7,1,538.46,410.0,4,1,2,7,Promising,1,Core Growth
15540,2011-11-28 13:51:00,2011-11-28 13:51:00,1,213.3,200,15,11,1,213.3,200.0,4,1,1,6,Promising,1,Core Growth
15541,2011-08-17 14:58:00,2011-08-17 14:58:00,1,85.13000000000001,49,29,114,1,85.13000000000001,49.0,2,1,1,4,Hibernating,2,Hibernating
15543,2011-02-24 15:26:00,2011-02-24 15:26:00,1,127.86,86,26,288,1,127.86,86.0,1,1,1,3,Hibernating,2,Hibernating
15544,2010-12-02 12:47:00,2011-11-30 16:43:00,9,3546.71,3109,122,9,364,394.0788888888889,345.44444444444446,4,4,4,12,Champions,3,Champions
15545,2010-12-03 17:28:00,2011-10-16 13:24:00,2,292.71999999999997,163,78,54,317,146.35999999999999,81.5,2,2,1,5,Hibernating,2,Hibernating
15547,2010-12-12 13:26:00,2011-12-02 12:52:00,14,4954.84,4032,441,7,355,353.9171428571429,288.0,4,4,4,12,Champions,3,Champions
15549,2011-01-27 15:38:00,2011-09-23 16:22:00,3,1693.26,698,104,77,240,564.42,232.66666666666666,2,3,4,9,Big Spenders,0,Big-Ticket Occasionals
15550,2011-02-11 12:49:00,2011-12-05 15:38:00,4,575.63,295,43,4,298,143.9075,73.75,4,3,2,9,Hibernating,1,Core Growth
15551,2011-11-03 12:37:00,2011-11-03 12:37:00,1,436.06,218,29,37,1,436.06,218.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
15552,2011-05-06 14:47:00,2011-05-06 14:47:00,1,90.12,60,17,217,1,90.12,60.0,1,1,1,3,Hibernating,2,Hibernating
15553,2011-10-10 14:02:00,2011-10-10 14:02:00,1,437.23,451,51,60,1,437.23,451.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
15554,2011-03-07 09:00:00,2011-03-07 09:00:00,1,217.2,74,14,278,1,217.2,74.0,1,1,1,3,Hibernating,2,Hibernating
15555,2010-12-05 14:45:00,2011-11-27 16:19:00,16,4805.17,4439,401,12,358,300.323125,277.4375,4,4,4,12,Champions,3,Champions
15556,2011-11-15 16:08:00,2011-11-15 16:08:00,1,279.77,236,31,24,1,279.77,236.0,3,1,1,5,Promising,1,Core Growth
15557,2011-11-11 12:46:00,2011-11-11 12:46:00,1,473.65000000000003,219,16,29,1,473.65000000000003,219.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
15561,2011-05-08 11:38:00,2011-11-28 11:07:00,4,800.59,267,27,12,204,200.1475,66.75,4,3,3,10,Hibernating,1,Core Growth
15562,2010-12-23 09:55:00,2010-12-23 09:55:00,1,134.55,39,1,352,1,134.55,39.0,1,1,1,3,Hibernating,2,Hibernating
15563,2010-12-16 11:27:00,2011-11-17 14:50:00,4,1400.44,1501,88,22,337,350.11,375.25,3,3,3,9,Hibernating,1,Core Growth
15565,2011-09-30 10:44:00,2011-10-20 14:33:00,2,173.16,60,8,50,21,86.58,30.0,3,2,1,6,Promising,2,Hibernating
15567,2011-11-21 10:48:00,2011-11-21 10:48:00,1,186.01,223,7,19,1,186.01,223.0,3,1,1,5,Promising,2,Hibernating
15568,2011-09-27 14:37:00,2011-12-07 11:27:00,3,758.29,461,27,3,71,252.76333333333332,153.66666666666666,4,3,3,10,Hibernating,1,Core Growth
15569,2011-01-11 13:26:00,2011-08-28 10:15:00,5,1375.71,666,27,104,229,275.142,133.2,2,4,3,9,Loyal Customers,1,Core Growth
15570,2010-12-05 12:57:00,2011-12-02 14:47:00,12,4165.52,2067,231,7,363,347.1266666666667,172.25,4,4,4,12,Champions,3,Champions
15571,2011-09-22 13:15:00,2011-11-28 10:02:00,4,650.4300000000001,264,47,12,67,162.60750000000002,66.0,4,3,2,9,Hibernating,1,Core Growth
15572,2011-03-06 14:44:00,2011-12-05 10:09:00,7,2552.86,1229,166,5,274,364.69428571428574,175.57142857142858,4,4,4,12,Champions,3,Champions
15573,2011-09-15 12:16:00,2011-11-08 11:38:00,2,607.45,363,88,32,54,303.725,181.5,3,2,2,7,Promising,1,Core Growth
15574,2010-12-02 15:46:00,2011-06-15 12:01:00,4,702.25,349,131,178,195,175.5625,87.25,1,3,3,7,At Risk,0,Big-Ticket Occasionals
15576,2011-11-02 12:03:00,2011-11-02 12:03:00,1,940.6700000000001,404,43,38,1,940.6700000000001,404.0,3,1,3,7,Promising,0,Big-Ticket Occasionals
15577,2011-02-07 13:32:00,2011-07-11 17:03:00,3,258.88,89,39,151,155,86.29333333333334,29.666666666666668,1,3,1,5,At Risk,2,Hibernating
15578,2011-06-30 13:03:00,2011-06-30 13:03:00,1,127.1,52,13,162,1,127.1,52.0,1,1,1,3,Hibernating,2,Hibernating
15579,2011-01-30 12:09:00,2011-10-02 12:45:00,2,348.6,120,45,69,246,174.3,60.0,2,2,2,6,Hibernating,2,Hibernating
15581,2010-12-08 14:38:00,2011-08-11 09:38:00,13,3679.9700000000003,286,134,121,246,283.0746153846154,22.0,2,4,4,10,Loyal Customers,3,Champions
15582,2011-05-03 13:36:00,2011-11-15 09:55:00,3,682.9100000000001,453,39,25,196,227.63666666666668,151.0,3,3,3,9,Hibernating,1,Core Growth
15584,2011-06-30 16:39:00,2011-11-16 10:55:00,4,725.11,314,89,24,139,181.2775,78.5,3,3,3,9,Hibernating,1,Core Growth
15585,2011-06-16 08:38:00,2011-06-16 08:38:00,1,455.3,320,31,177,1,455.3,320.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
15587,2010-12-23 09:59:00,2011-10-20 13:37:00,4,913.6800000000001,312,3,50,302,228.42000000000002,78.0,3,3,3,9,Hibernating,1,Core Growth
15589,2011-02-02 10:46:00,2011-03-29 09:54:00,3,478.53000000000003,243,28,256,55,159.51000000000002,81.0,1,3,2,6,At Risk,2,Hibernating
15592,2011-10-24 08:59:00,2011-10-24 08:59:00,1,388.58,354,24,47,1,388.58,354.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
15593,2011-09-30 11:46:00,2011-09-30 11:46:00,1,199.8,60,5,71,1,199.8,60.0,2,1,1,4,Hibernating,2,Hibernating
15594,2011-04-19 10:08:00,2011-11-24 08:53:00,5,1771.78,983,85,16,219,354.356,196.6,4,4,4,12,Champions,1,Core Growth
15596,2010-12-09 16:10:00,2011-08-31 10:55:00,5,1406.59,561,51,101,265,281.318,112.2,2,4,3,9,Loyal Customers,1,Core Growth
15597,2011-11-04 13:26:00,2011-11-04 13:26:00,1,324.57,279,22,35,1,324.57,279.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
15598,2011-10-17 16:04:00,2011-10-17 16:04:00,1,240.68,160,14,53,1,240.68,160.0,2,1,1,4,Hibernating,2,Hibernating
15599,2011-05-19 13:05:00,2011-11-13 11:44:00,2,761.74,718,50,27,178,380.87,359.0,3,2,3,8,Promising,1,Core Growth
15601,2010-12-02 10:39:00,2011-11-28 15:15:00,14,6776.56,4983,230,11,362,484.04,355.92857142857144,4,4,4,12,Champions,3,Champions
15602,2010-12-06 15:35:00,2011-12-01 14:14:00,9,1297.8700000000001,1137,30,8,360,144.20777777777778,126.33333333333333,4,4,3,11,Loyal Customers,1,Core Growth
15603,2011-09-22 10:04:00,2011-09-22 10:04:00,1,48.480000000000004,96,2,79,1,48.480000000000004,96.0,2,1,1,4,Hibernating,2,Hibernating
15604,2011-10-18 14:47:00,2011-10-18 14:47:00,1,216.39,159,17,52,1,216.39,159.0,2,1,1,4,Hibernating,2,Hibernating
15605,2010-12-01 13:38:00,2011-11-03 14:17:00,5,1198.23,441,61,36,338,239.64600000000002,88.2,3,4,3,10,Loyal Customers,1,Core Growth
15606,2011-01-19 12:07:00,2011-10-09 15:47:00,9,2920.16,892,48,61,264,324.4622222222222,99.11111111111111,2,4,4,10,Loyal Customers,3,Champions
15607,2011-01-07 12:44:00,2011-01-07 12:44:00,1,104.76,202,13,337,1,104.76,202.0,1,1,1,3,Hibernating,2,Hibernating
15608,2011-08-11 09:56:00,2011-11-11 13:20:00,4,1093.68,714,59,28,93,273.42,178.5,3,3,3,9,Hibernating,1,Core Growth
15609,2011-06-08 13:00:00,2011-06-08 13:00:00,1,298.48,148,16,184,1,298.48,148.0,1,1,1,3,Hibernating,2,Hibernating
15610,2011-10-19 10:36:00,2011-10-19 10:36:00,1,112.46000000000001,66,6,52,1,112.46000000000001,66.0,2,1,1,4,Hibernating,2,Hibernating
15611,2011-01-09 11:32:00,2011-11-30 12:36:00,13,1591.45,504,23,10,326,122.41923076923078,38.76923076923077,4,4,3,11,Loyal Customers,1,Core Growth
15612,2011-10-09 12:49:00,2011-11-03 14:52:00,2,195.15,52,4,36,26,97.575,26.0,3,2,1,6,Promising,2,Hibernating
15615,2010-12-15 16:21:00,2011-11-29 14:42:00,23,10399.74,5508,184,10,349,452.1626086956522,239.47826086956522,4,4,4,12,Champions,3,Champions
15618,2011-07-26 10:13:00,2011-11-07 08:34:00,4,776.851,454,39,33,104,194.21275,113.5,3,3,3,9,Hibernating,1,Core Growth
15619,2011-11-29 08:14:00,2011-11-29 08:14:00,1,336.40000000000003,136,3,11,1,336.40000000000003,136.0,4,1,2,7,Promising,1,Core Growth
15620,2010-12-16 14:34:00,2011-10-14 12:41:00,3,1553.18,915,92,57,302,517.7266666666667,305.0,2,3,3,8,At Risk,0,Big-Ticket Occasionals
15621,2011-11-18 11:49:00,2011-12-05 14:01:00,4,1293.03,501,11,4,18,323.2575,125.25,4,3,3,10,Hibernating,1,Core Growth
15622,2011-03-02 13:42:00,2011-10-27 16:44:00,9,3709.56,1674,169,43,240,412.17333333333335,186.0,3,4,4,11,Loyal Customers,3,Champions
15623,2011-07-21 17:26:00,2011-07-21 17:26:00,1,301.03,125,19,141,1,301.03,125.0,2,1,1,4,Hibernating,2,Hibernating
15624,2011-03-28 13:32:00,2011-08-15 11:38:00,4,588.13,357,26,117,140,147.0325,89.25,2,3,2,7,At Risk,1,Core Growth
15625,2011-04-18 14:01:00,2011-08-28 10:21:00,4,1534.26,1188,44,104,132,383.565,297.0,2,3,3,8,At Risk,0,Big-Ticket Occasionals
15626,2011-01-14 10:10:00,2011-09-26 10:03:00,2,675.8,766,49,75,255,337.9,383.0,2,2,3,7,At Risk,0,Big-Ticket Occasionals
15628,2010-12-08 09:51:00,2011-12-05 10:24:00,9,2870.2400000000002,1894,85,5,363,318.91555555555556,210.44444444444446,4,4,4,12,Champions,3,Champions
15630,2011-05-19 10:16:00,2011-10-25 15:36:00,2,1186.35,800,57,45,160,593.175,400.0,3,2,3,8,Promising,0,Big-Ticket Occasionals
15632,2011-03-10 08:29:00,2011-11-24 09:51:00,8,3285.31,2109,107,16,260,410.66375,263.625,4,4,4,12,Champions,3,Champions
15634,2011-11-22 16:28:00,2011-11-22 16:28:00,1,243.55,99,15,17,1,243.55,99.0,4,1,1,6,Promising,2,Hibernating
15636,2011-03-02 14:50:00,2011-09-11 11:17:00,2,724.76,284,20,90,193,362.38,142.0,2,2,3,7,At Risk,0,Big-Ticket Occasionals
15637,2011-10-18 08:28:00,2011-10-18 08:28:00,1,223.36,128,15,53,1,223.36,128.0,2,1,1,4,Hibernating,2,Hibernating
15639,2011-07-28 14:30:00,2011-07-28 14:30:00,1,425.32,323,25,134,1,425.32,323.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
15640,2010-12-02 15:40:00,2011-12-05 14:35:00,15,12515.66,6607,240,4,368,834.3773333333334,440.46666666666664,4,4,4,12,Champions,3,Champions
15641,2010-12-15 14:45:00,2011-08-26 14:04:00,4,1887.2,1562,102,105,254,471.8,390.5,2,3,4,9,Big Spenders,0,Big-Ticket Occasionals
15643,2011-03-02 14:34:00,2011-06-01 07:38:00,3,664.0,246,31,192,91,221.33333333333334,82.0,1,3,2,6,At Risk,0,Big-Ticket Occasionals
15644,2011-03-23 15:37:00,2011-06-26 14:54:00,4,813.0,557,166,166,95,203.25,139.25,1,3,3,7,At Risk,0,Big-Ticket Occasionals
15645,2011-11-21 11:55:00,2011-11-21 11:55:00,1,612.01,256,50,19,1,612.01,256.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
15646,2010-12-02 16:59:00,2011-07-05 09:53:00,3,447.64000000000004,394,35,158,215,149.21333333333334,131.33333333333334,1,3,2,6,At Risk,2,Hibernating
15648,2011-03-17 18:59:00,2011-05-19 15:53:00,2,657.35,221,23,204,63,328.675,110.5,1,2,2,5,Hibernating,0,Big-Ticket Occasionals
15649,2010-12-07 10:06:00,2011-01-07 13:34:00,2,816.0,192,1,336,32,408.0,96.0,1,2,3,6,At Risk,0,Big-Ticket Occasionals
15651,2011-03-24 08:56:00,2011-11-03 08:41:00,3,646.3,479,27,37,224,215.4333333333333,159.66666666666666,3,3,2,8,Hibernating,1,Core Growth
15652,2011-09-09 14:22:00,2011-09-09 14:22:00,1,337.74,208,21,91,1,337.74,208.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
15653,2011-08-16 09:50:00,2011-09-08 10:49:00,2,877.4399999999999,1200,4,93,24,438.71999999999997,600.0,2,2,3,7,At Risk,0,Big-Ticket Occasionals
15654,2011-11-13 15:15:00,2011-11-30 13:08:00,2,922.53,475,15,9,17,461.265,237.5,4,2,3,9,Promising,1,Core Growth
15655,2011-04-10 15:25:00,2011-04-10 15:25:00,1,560.67,324,34,243,1,560.67,324.0,1,1,2,4,Hibernating,0,Big-Ticket Occasionals
15656,2011-02-28 15:32:00,2011-10-25 14:56:00,4,748.5,343,46,45,239,187.125,85.75,3,3,3,9,Hibernating,1,Core Growth
15657,2011-11-17 12:19:00,2011-11-17 12:19:00,1,30.0,24,1,23,1,30.0,24.0,3,1,1,5,Promising,2,Hibernating
15658,2010-12-02 10:53:00,2011-06-02 15:22:00,5,1024.1000000000001,242,40,190,183,204.82000000000002,48.4,1,4,3,8,At Risk,0,Big-Ticket Occasionals
15659,2011-10-27 09:23:00,2011-10-27 09:23:00,1,306.45,111,11,44,1,306.45,111.0,3,1,1,5,Promising,2,Hibernating
15660,2010-12-09 09:49:00,2011-11-14 16:58:00,9,1600.86,1050,55,25,341,177.87333333333333,116.66666666666667,3,4,3,10,Loyal Customers,1,Core Growth
15661,2011-01-05 12:32:00,2011-01-26 13:56:00,2,309.8,236,4,317,22,154.9,118.0,1,2,2,5,Hibernating,2,Hibernating
15663,2011-08-25 15:50:00,2011-08-25 15:50:00,1,138.14,106,9,106,1,138.14,106.0,2,1,1,4,Hibernating,2,Hibernating
15664,2011-10-20 10:57:00,2011-10-20 10:57:00,1,386.43,157,17,51,1,386.43,157.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
15665,2011-04-10 15:09:00,2011-06-24 14:57:00,2,2242.01,1666,92,168,75,1121.005,833.0,1,2,4,7,At Risk,0,Big-Ticket Occasionals
15667,2011-10-31 10:56:00,2011-10-31 10:56:00,1,301.32,240,13,40,1,301.32,240.0,3,1,1,5,Promising,0,Big-Ticket Occasionals
15668,2011-05-06 10:39:00,2011-05-06 10:39:00,1,76.32000000000001,72,1,218,1,76.32000000000001,72.0,1,1,1,3,Hibernating,2,Hibernating
15669,2011-03-21 09:13:00,2011-10-30 16:03:00,4,684.34,342,31,40,224,171.085,85.5,3,3,3,9,Hibernating,1,Core Growth
15670,2011-02-16 10:50:00,2011-02-16 10:50:00,1,173.05,91,12,297,1,173.05,91.0,1,1,1,3,Hibernating,2,Hibernating
15671,2011-03-14 09:37:00,2011-11-21 12:43:00,7,2657.13,1699,52,19,253,379.59000000000003,242.71428571428572,3,4,4,11,Loyal Customers,3,Champions
15673,2011-01-16 16:25:00,2011-09-12 16:12:00,4,2881.02,1514,107,88,239,720.255,378.5,2,3,4,9,Big Spenders,0,Big-Ticket Occasionals
15674,2011-03-30 09:19:00,2011-09-27 15:17:00,5,2446.6,1275,88,73,182,489.32,255.0,2,4,4,10,Loyal Customers,3,Champions
15675,2011-03-04 14:21:00,2011-09-19 13:48:00,3,323.69,527,20,81,199,107.89666666666666,175.66666666666666,2,3,2,7,At Risk,1,Core Growth
15676,2011-03-01 10:19:00,2011-11-21 12:40:00,3,3435.76,2252,191,19,266,1145.2533333333333,750.6666666666666,3,3,4,10,Big Spenders,3,Champions
15677,2011-10-21 15:36:00,2011-10-21 15:36:00,1,657.23,319,33,49,1,657.23,319.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
15678,2011-10-18 09:25:00,2011-10-18 09:25:00,1,352.7,184,12,53,1,352.7,184.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
15679,2011-06-10 08:24:00,2011-11-15 16:19:00,4,781.28,1170,98,24,159,195.32,292.5,3,3,3,9,Hibernating,1,Core Growth
15680,2010-12-08 14:43:00,2011-11-30 13:46:00,3,1333.68,952,61,9,357,444.56,317.3333333333333,4,3,3,10,Hibernating,1,Core Growth
15681,2011-03-04 13:46:00,2011-11-14 16:30:00,5,1426.16,816,32,25,256,285.232,163.2,3,4,3,10,Loyal Customers,1,Core Growth
15683,2011-08-14 12:56:00,2011-08-14 12:56:00,1,193.75,131,10,117,1,193.75,131.0,2,1,1,4,Hibernating,2,Hibernating
15687,2011-01-13 15:13:00,2011-12-01 08:33:00,9,2993.1,1310,119,9,322,332.56666666666666,145.55555555555554,4,4,4,12,Champions,3,Champions
15689,2010-12-13 09:57:00,2011-08-12 09:37:00,2,254.1,84,8,120,242,127.05,42.0,2,2,1,5,Hibernating,2,Hibernating
15690,2011-08-31 11:40:00,2011-12-05 15:59:00,2,239.76,408,19,4,97,119.88,204.0,4,2,1,7,Promising,1,Core Growth
15691,2011-04-01 15:13:00,2011-04-01 15:13:00,1,136.8,72,2,252,1,136.8,72.0,1,1,1,3,Hibernating,2,Hibernating
15692,2011-11-11 14:12:00,2011-11-11 14:12:00,1,191.04,138,12,28,1,191.04,138.0,3,1,1,5,Promising,2,Hibernating
15694,2010-12-02 07:49:00,2011-12-09 09:44:00,14,6479.4,1677,42,1,373,462.8142857142857,119.78571428571429,4,4,4,12,Champions,3,Champions
15695,2011-03-18 08:31:00,2011-03-18 08:32:00,2,409.98,212,22,267,1,204.99,106.0,1,2,2,5,Hibernating,2,Hibernating
15696,2011-01-17 11:24:00,2011-11-06 14:02:00,8,2736.46,1028,140,33,294,342.0575,128.5,3,4,4,11,Loyal Customers,3,Champions
15699,2011-11-22 08:26:00,2011-11-22 08:26:00,1,309.65,113,18,18,1,309.65,113.0,3,1,2,6,Promising,1,Core Growth
15700,2011-06-19 15:36:00,2011-06-20 16:53:00,2,696.68,357,85,172,2,348.34,178.5,1,2,3,6,At Risk,0,Big-Ticket Occasionals
15701,2011-08-21 12:36:00,2011-12-07 14:39:00,4,1542.14,923,193,2,109,385.535,230.75,4,3,3,10,Hibernating,1,Core Growth
15703,2011-03-20 10:51:00,2011-03-20 10:51:00,1,211.5,66,5,265,1,211.5,66.0,1,1,1,3,Hibernating,2,Hibernating
15704,2011-05-08 12:42:00,2011-07-22 13:35:00,4,2293.62,1028,79,140,76,573.405,257.0,2,3,4,9,Big Spenders,0,Big-Ticket Occasionals
15705,2011-05-22 15:37:00,2011-05-22 15:37:00,1,143.1,62,6,201,1,143.1,62.0,1,1,1,3,Hibernating,2,Hibernating
15706,2011-08-15 14:32:00,2011-10-07 10:09:00,4,1060.56,321,50,64,53,265.14,80.25,2,3,3,8,At Risk,1,Core Growth
15707,2011-09-14 14:19:00,2011-11-04 14:35:00,4,945.58,605,126,35,52,236.395,151.25,3,3,3,9,Hibernating,1,Core Growth
15708,2010-12-05 11:12:00,2011-10-30 10:54:00,7,3364.2400000000002,1267,124,41,329,480.6057142857143,181.0,3,4,4,11,Loyal Customers,3,Champions
15709,2011-03-01 10:38:00,2011-03-01 10:38:00,1,133.25,121,6,284,1,133.25,121.0,1,1,1,3,Hibernating,2,Hibernating
15712,2011-02-25 11:32:00,2011-11-30 14:09:00,5,1072.3600000000001,486,41,9,279,214.47200000000004,97.2,4,4,3,11,Loyal Customers,1,Core Growth
15713,2010-12-08 15:16:00,2011-07-19 13:34:00,2,356.7,150,18,143,223,178.35,75.0,1,2,2,5,Hibernating,2,Hibernating
15714,2011-09-23 11:25:00,2011-11-28 11:26:00,2,330.88,187,34,12,67,165.44,93.5,4,2,2,8,Promising,1,Core Growth
15716,2010-12-05 12:26:00,2011-07-17 11:59:00,4,1118.81,744,101,146,224,279.7025,186.0,1,3,3,7,At Risk,0,Big-Ticket Occasionals
15717,2011-04-19 13:21:00,2011-04-19 13:21:00,1,150.3,70,7,234,1,150.3,70.0,1,1,1,3,Hibernating,2,Hibernating
15719,2011-01-06 12:31:00,2011-11-07 12:29:00,13,5045.61,2725,299,33,305,388.1238461538461,209.6153846153846,3,4,4,11,Loyal Customers,3,Champions
15720,2011-11-15 14:48:00,2011-11-15 14:48:00,1,598.73,281,128,24,1,598.73,281.0,3,1,2,6,Promising,0,Big-Ticket Occasionals
15721,2011-11-28 12:14:00,2011-11-28 12:14:00,1,507.08,409,80,12,1,507.08,409.0,4,1,2,7,Promising,1,Core Growth
15722,2011-02-22 12:24:00,2011-11-04 11:43:00,5,2222.56,1026,45,36,255,444.512,205.2,3,4,4,11,Loyal Customers,3,Champions
15723,2010-12-10 11:12:00,2010-12-10 11:12:00,1,203.1,87,37,365,1,203.1,87.0,1,1,1,3,Hibernating,2,Hibernating
15724,2011-02-28 10:40:00,2011-05-22 14:40:00,2,218.25,73,11,201,84,109.125,36.5,1,2,1,4,Hibernating,2,Hibernating
15725,2011-11-24 14:51:00,2011-11-24 14:51:00,1,415.25,221,32,15,1,415.25,221.0,4,1,2,7,Promising,1,Core Growth
15727,2010-12-15 15:47:00,2011-11-23 12:36:00,7,5178.96,3065,213,17,343,739.8514285714285,437.85714285714283,4,4,4,12,Champions,3,Champions
15729,2011-05-11 12:36:00,2011-05-11 12:36:00,1,85.0,28,5,213,1,85.0,28.0,1,1,1,3,Hibernating,2,Hibernating
15730,2011-05-17 12:43:00,2011-10-05 12:31:00,3,1120.88,689,68,66,141,373.6266666666667,229.66666666666666,2,3,3,8,At Risk,0,Big-Ticket Occasionals
15732,2010-12-02 15:00:00,2011-05-11 14:24:00,2,294.12,215,13,212,160,147.06,107.5,1,2,1,4,Hibernating,2,Hibernating
15733,2011-03-02 09:05:00,2011-03-02 09:05:00,1,162.3,62,10,283,1,162.3,62.0,1,1,1,3,Hibernating,2,Hibernating
15734,2011-05-23 14:59:00,2011-08-17 10:50:00,2,1339.45,346,25,115,86,669.725,173.0,2,2,3,7,At Risk,0,Big-Ticket Occasionals
15737,2011-04-11 10:01:00,2011-11-25 11:21:00,8,1205.1200000000001,599,60,15,229,150.64000000000001,74.875,4,4,3,11,Loyal Customers,1,Core Growth
15738,2010-12-02 12:50:00,2011-11-21 08:26:00,16,4812.42,2982,46,19,354,300.77625,186.375,3,4,4,11,Loyal Customers,3,Champions
15739,2011-10-04 13:42:00,2011-10-04 13:42:00,1,449.12,472,8,66,1,449.12,472.0,2,1,2,5,Hibernating,0,Big-Ticket Occasionals
